year,primary_type,description,location_description,district,arrest,Num_Occurance
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,1,True,1
2016,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,11,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,12,False,1
2016,KIDNAPPING,AGGRAVATED,OTHER COMMERCIAL TRANSPORTATION,1,False,1
2016,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),10,True,1
2016,PUBLIC PEACE VIOLATION,BOMB THREAT,STREET,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,1,False,1
2016,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,STREET,12,True,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,12,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,STREET,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,12,True,1
2016,INTIMIDATION,INTIMIDATION,GOVERNMENT BUILDING/PROPERTY,1,True,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,12,False,1
2016,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,1,False,1
2016,CRIMINAL DAMAGE,TO STATE SUP PROP,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,OTHER,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,12,False,1
2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,12,False,1
2016,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,11,False,1
2016,BATTERY,SIMPLE,STREET,12,False,1
2016,BATTERY,SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,4
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),1,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,1,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,3
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,10,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,11,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,3
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,3
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2016,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,11,False,1
2016,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,OTHER,1,False,2
2016,ASSAULT,SIMPLE,OTHER,12,False,1
2016,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2016,ASSAULT,SIMPLE,SIDEWALK,11,False,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,True,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,STREET,12,False,1
2016,ASSAULT,SIMPLE,SIDEWALK,12,True,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,1,True,1
2016,ASSAULT,SIMPLE,STREET,12,False,1
2016,THEFT,OVER $500,OTHER,12,False,1
2016,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,12,True,1
2016,THEFT,OVER $500,RESIDENCE,12,True,1
2016,THEFT,OVER $500,RESIDENCE,12,False,1
2016,THEFT,$500 AND UNDER,SIDEWALK,11,False,1
2016,THEFT,$500 AND UNDER,APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,SIDEWALK,12,False,1
2016,THEFT,$500 AND UNDER,CTA BUS,12,False,1
2016,THEFT,$500 AND UNDER,CHA PARKING LOT/GROUNDS,12,False,1
2016,THEFT,$500 AND UNDER,APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,STREET,12,False,1
2016,THEFT,FROM BUILDING,RESIDENCE,12,False,1
2016,THEFT,FROM BUILDING,RESIDENCE,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,True,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,12,False,1
2016,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,12,False,1
2016,INTIMIDATION,INTIMIDATION,GOVERNMENT BUILDING/PROPERTY,1,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,OTHER COMMERCIAL TRANSPORTATION,1,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,BAR OR TAVERN,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK,12,False,1
2016,INTIMIDATION,INTIMIDATION,PARKING LOT/GARAGE(NON.RESID.),1,True,1
2016,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,12,False,1
2016,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,12,False,1
2016,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO STATE SUP PROP,GOVERNMENT BUILDING/PROPERTY,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,11,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,12,True,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,12,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,PARK PROPERTY,12,False,2
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,11,True,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,SIDEWALK,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,12,False,1
2016,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2016,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,1,True,1
2016,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,12,True,1
2016,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,12,False,1
2016,BATTERY,SIMPLE,SIDEWALK,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING HOME/RETIREMENT HOME,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,True,1
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,OTHER,12,False,1
2016,ASSAULT,SIMPLE,CHA APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,SIDEWALK,12,False,1
2016,ASSAULT,SIMPLE,SIDEWALK,11,False,1
2016,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,True,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),1,False,2
2016,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2016,ASSAULT,SIMPLE,OTHER,1,True,1
2016,ASSAULT,SIMPLE,OTHER,1,False,1
2016,ASSAULT,SIMPLE,APARTMENT,12,False,1
2016,THEFT,OVER $500,OTHER,12,False,1
2016,THEFT,OVER $500,SIDEWALK,12,False,1
2016,THEFT,OVER $500,OTHER,1,False,1
2016,THEFT,$500 AND UNDER,ALLEY,11,False,1
2016,THEFT,$500 AND UNDER,SIDEWALK,10,False,1
2016,THEFT,$500 AND UNDER,APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,ALLEY,11,False,1
2016,THEFT,$500 AND UNDER,STREET,12,False,1
2016,THEFT,$500 AND UNDER,CHA APARTMENT,12,False,1
2016,THEFT,$500 AND UNDER,SIDEWALK,12,True,1
2016,THEFT,$500 AND UNDER,CHA APARTMENT,12,False,1
2016,THEFT,FROM BUILDING,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,12,False,1
2016,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,2
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,11,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,True,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2016,CRIMINAL DAMAGE,TO VEHICLE,STREET,1,False,2
2016,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,11,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,OTHER,12,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,OTHER,1,False,1
2016,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,1,False,1
2016,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,12,False,1
2016,OBSCENITY,OBSCENE MATTER,RESIDENCE,12,True,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,12,False,1
2016,SEX OFFENSE,OTHER,HOSPITAL BUILDING/GROUNDS,12,False,1
2016,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,12,False,1
2016,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,12,False,1
2016,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,11,False,1
2016,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,12,True,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,12,False,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,11,False,1
2016,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,CHA APARTMENT,12,True,1
2016,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,12,True,1
2016,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,CHA APARTMENT,12,True,1
2016,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,True,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2016,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,12,False,1
